GeneName	ProteinName	UniprotID	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Exoc7 	 exocyst complex component 7 isoform 1 	 O35250 	9.24	16121.3	3	3	3.73	697
 Med7 	 mediator of RNA polymerase II transcription subunit 7 	 Q9CZB6 	7.1	16133.6	1	1	8.58	233
 Zbtb33 	 transcriptional regulator Kaiso 	 Q8BN78 	4.41	16180.2	2	1	3.13	671
 Kansl3 	 KAT8 regulatory NSL complex subunit 3 isoform 1 	 A2RSY1 	7.16	16305.7	2	1	1.55	903
 Spc25 	 kinetochore protein Spc25 isoform 1 	 Q3UA16 	3.25	16308.3	1	1	4.87	226
 Siglecf 	 sialic acid-binding Ig-like lectin 5 isoform 1 precursor 	 Q920G3 	11.31	16331.3	1	1	3.16	569
 R3hdm1 	 PREDICTED: R3H domain-containing protein 1 isoform X5 	 nan 	5.49	16350	3	2	2.75	1091
 Amfr 	 E3 ubiquitin-protein ligase AMFR 	 Q9R049 	1.74	16386	1	1	2.03	639
 Tomm6 	 mitochondrial import receptor subunit TOM6 homolog 	 Q9CQN3 	6.54	16393.6	1	1	18.92	74
 Bcl7b 	 B-cell CLL/lymphoma 7 protein family member B 	 Q921K9 	2.83	16410.2	1	1	7.92	202
 Tha1 	 threonine aldolase 1 	 Q6XPS7 	6.97	16428.6	1	1	3	400
 Chmp2b 	 charged multivesicular body protein 2b 	 Q8BJF9 	2.99	16447.9	1	1	4.69	213
 Ak1 	 adenylate kinase isoenzyme 1 isoform 1 	 Q9R0Y5 	5.46	16477.8	1	1	6.19	210
 Arfgef3 	 brefeldin A-inhibited guanine nucleotide-exchange protein 3 	 Q3UGY8 	2.71	16495.5	3	2	0.78	2170
 Fam173a 	 protein FAM173A isoform 1 	 Q501J2 	6.89	16526.2	3	2	9.17	229
 Flad1 	 FAD synthase 	 Q8R123 	2.75	16527.5	1	1	2.44	492
 Rab29 	 ras-related protein Rab-7L1 	 E9QLQ7 	3.68	16549.9	1	1	6.37	204
 Acsl3 	 long-chain-fatty-acid--CoA ligase 3 isoform a 	 Q9CZW4 	7.58	16596.5	2	2	4.31	720
 1190007I07Rik 	 uncharacterized protein C12orf73 homolog precursor 	 Q8BTC1 	2.55	16611.3	1	1	16.42	67
 Smek2 	 serine/threonine-protein phosphatase 4 regulatory subunit 3B 	 Q922R5 	6.62	16625.2	2	2	3.17	820
 Gmip 	 GEM-interacting protein 	 Q6PGG2 	6.68	16627.9	1	1	1.03	971
 Tbc1d8b 	 TBC1 domain family member 8B 	 A3KGB4 	7.12	16661.1	1	1	1.62	1114
 Dnttip1 	 deoxynucleotidyltransferase terminal-interacting protein 1 	 Q99LB0 	11.27	16675.5	2	2	8.84	328
 Akt1s1 	 proline-rich AKT1 substrate 1 isoform a 	 Q9D1F4 	6.4	16697.2	1	1	4.24	283
 Immt 	 MICOS complex subunit Mic60 isoform 1 	 Q8CAQ8 	6.72	16715.3	1	1	6.47	757
 Gstk1 	 glutathione S-transferase kappa 1 	 Q9DCM2 	8.88	16732.6	1	1	7.08	226
 Wdr92 	 WD repeat-containing protein 92 	 Q8BGF3 	8.49	16739.1	1	1	7.28	357
 Bcl2 	 apoptosis regulator Bcl-2 isoform 1 	 P10417 	7.67	16777.2	1	1	7.2	236
 Snapin 	 SNARE-associated protein Snapin 	 Q9Z266 	10.5	16788.5	2	1	15.44	136
 Rcn3 	 reticulocalbin-3 precursor 	 Q8BH97 	8.76	16790.3	1	1	3.96	328
 Plgrkt 	 plasminogen receptor (KT) 	 Q9D3P8 	6.37	16802.1	1	1	6.8	147
 Stx5a 	 syntaxin-5 	 Q8K1E0 	5.91	16807.4	1	1	5.07	355
 Polr2l 	" DNA-directed RNA polymerases I, II, and III subunit RPABC5 "	 P62876 	2.52	16809.2	1	1	13.43	67
 Ncor1 	 nuclear receptor corepressor 1 isoform 1 	 Q5RIM6 	5.21	16824	1	1	0.49	2454
 Aamdc 	 mth938 domain-containing protein isoform 1 	 Q8R0P4 	7.13	16835.1	1	1	7.33	150
 Cog1 	 conserved oligomeric Golgi complex subunit 1 	 Q9Z160 	4.26	16863.6	3	3	4.49	980
 Ap1g2 	 AP-1 complex subunit gamma-like 2 isoform 1 	 O88512 	7.54	16864.5	2	1	2.65	791
 Glul 	 glutamine synthetase 	 P15105 	7.06	16868.8	2	2	6.43	373
 Cic 	 protein capicua homolog isoform CIC-L 	 Q924A2 	4.26	16907	2	1	0.36	2510
 Gys1 	 glycogen 	 Q9Z1E4 	6.59	16960.1	2	2	3.52	738
 2210016L21Rik 	 uncharacterized protein C12orf43 homolog 	 Q3UY34 	6.03	17000.6	2	2	13.28	256
 Sun1 	 SUN domain-containing protein 1 isoform 1 	 Q9D666 	7.14	17006.3	3	1	2.19	913
 Zfp800 	 zinc finger protein 800 	 Q0VEE6 	5.12	17032.7	1	1	2.57	662
 Cdkn2c 	 cyclin-dependent kinase 4 inhibitor C 	 Q60772 	8.63	17070.4	1	1	7.74	168
 Tm9sf3 	 transmembrane 9 superfamily member 3 precursor 	 Q9ET30 	4.32	17257.6	1	1	1.87	587
 Ranbp9 	 ran-binding protein 9 	 P69566 	4.82	17281.1	1	1	2.25	710
			3.87	17324.6	1	1	1.73	578
 Gga2 	 ADP-ribosylation factor-binding protein GGA2 	 Q6P5E6 	5.51	17369	3	1	2.82	603
 Mlst8 	 target of rapamycin complex subunit LST8 isoform 1 	 Q9DCJ1 	7.37	17369.5	1	1	5.52	326
 Tubb6 	 tubulin beta-6 chain 	 Q922F4 	2.76	17377.7	2	2	7.61	447
 Ptbp3 	 polypyrimidine tract-binding protein 3 isoform 2 	 Q8BHD7 	3.65	17411.1	3	1	3.44	523
 Zdhhc20 	 probable palmitoyltransferase ZDHHC20 	 Q5Y5T1 	6.71	17447.4	3	3	12.23	368
 Atp6ap1 	 V-type proton ATPase subunit S1 precursor 	 Q9R1Q9 	6.36	17448.8	2	2	5.83	463
 Wfs1 	 wolframin 	 P56695 	2.23	17454.7	1	1	0.9	890
 Uvssa 	 UV-stimulated scaffold protein A 	 Q9D479 	6.26	17512.3	1	1	1.95	717
 Ckm 	 creatine kinase M-type 	 P07310 	5.63	17651.5	1	1	3.67	381
 Thy1 	 thy-1 membrane glycoprotein preproprotein 	 P01831 	1.81	17683.4	1	1	7.41	162
 Nkiras2 	 NF-kappa-B inhibitor-interacting Ras-like protein 2 	 Q9CR56 	6.98	17736.4	2	1	6.28	191
 Exosc2 	 exosome complex component RRP4 	 Q8VBV3 	4.04	17752.8	1	1	5.8	293
 Ndufs8 	 NADH dehydrogenase 	 Q8K3J1 	4.69	17782.5	2	2	12.74	212
 2610301B20Rik 	 protein C8orf37 homolog 	 Q3UJP5 	6.89	17782.8	2	1	7.18	209
 Dtd1 	 D-tyrosyl-tRNA(Tyr) deacylase 1 	 Q9DD18 	7.53	17805.1	1	1	7.18	209
 Kyat1 	 PREDICTED: kynurenine--oxoglutarate transaminase 1 isoform X2 	 nan 	4.8	17830.8	1	1	2.27	573
 Rbpj 	 recombining binding protein suppressor of hairless isoform 1 	 P31266 	2.29	17856.1	3	2	5.13	526
 Bub1b 	 PREDICTED: mitotic checkpoint serine/threonine-protein kinase BUB1 	 nan 	1.92	17889.7	3	3	4.08	1053
 Bms1 	 ribosome biogenesis protein BMS1 homolog 	 Q6PGF5 	9.15	17897.7	1	1	1.25	1284
 Fcer1g 	 high affinity immunoglobulin epsilon receptor subunit gamma 	 P20491 	2.55	17916.3	2	2	25.58	86
 Sbds 	 ribosome maturation protein SBDS 	 P70122 	7.24	17965.9	1	1	6.8	250
 Mvb12a 	 multivesicular body subunit 12A 	 Q78HU3 	4.52	18060.8	1	1	5.54	271
 Pf4 	 platelet factor 4 precursor 	 Q9Z126 	5.78	18141.3	2	1	8.57	105
 Arhgap27 	 rho GTPase-activating protein 27 isoform 2 	 A2AB59 	2.16	18148.5	3	3	8.21	670
 Gm5409 	 Try10-like trypsinogen precursor 	 Q7M754 	3.78	18167.4	1	1	4.07	246
 Mb 	 myoglobin 	 P04247 	4.03	18171	2	1	9.74	154
 Ppm1b 	 protein phosphatase 1B isoform 1 	 Q99NF7 	1.89	18178.5	2	2	5.03	477
 Taf2 	 transcription initiation factor TFIID subunit 2 	 B9EJX5 	1.94	18199.2	2	2	2.84	1198
 Ntpcr 	 cancer-related nucleoside-triphosphatase homolog isoform 1 	 Q9CQA9 	10.8	18209.8	3	2	20	190
 Minos1 	 MICOS complex subunit Mic10 	 Q7TNS2 	3.38	18271.4	1	1	10.53	76
 Cog3 	 conserved oligomeric Golgi complex subunit 3 	 E9QL65 	5.9	18303.9	2	2	2.54	828
 Adrm1 	 proteasomal ubiquitin receptor ADRM1 	 Q9JKV1 	3.5	18329.1	1	1	2.95	407
 Slc25a10 	 mitochondrial dicarboxylate carrier 	 Q9QZD8 	8.8	18334.7	2	1	8.36	287
 Atpaf2 	 ATP synthase mitochondrial F1 complex assembly factor 2 	 Q91YY4 	8.45	18374.3	1	1	4.03	298
 Eif4e2 	 eukaryotic translation initiation factor 4E type 2 isoform 3 	 Q8BMB3 	2.94	18383.9	1	1	8.97	234
 Leng8 	 leukocyte receptor cluster member 8 homolog 	 Q8CBY3 	7.99	18385.8	1	1	2.04	785
 Kdelc1 	 KDEL motif-containing protein 1 precursor 	 Q9JHP7 	8.63	18457.9	3	3	10.16	502
 Dlg3 	 disks large homolog 3 isoform 1 	 P70175 	5.61	18538.3	2	2	4.83	849
 1700112E06Rik 	 leucine-rich repeat-containing protein C10orf11 homolog 	 Q9D9B4 	3.15	18554.7	2	2	10.48	229
 Orc2 	 origin recognition complex subunit 2 isoform A 	 Q60862 	6.08	18563.7	2	1	2.78	576
 Arglu1 	 arginine and glutamate-rich protein 1 	 Q3UL36 	3.04	18576.9	1	1	2.95	271
 9430016H08Rik 	" uncharacterized protein C2orf47 homolog, mitochondrial precursor "	 Q8BHE8 	5.4	18587.1	2	2	7.22	291
 Ube2f 	 NEDD8-conjugating enzyme UBE2F 	 Q9CY34 	6.2	18591	1	1	7.57	185
 Krt76 	" keratin, type II cytoskeletal 2 oral "	 Q3UV17 	2.51	18604.2	1	1	1.52	594
 Sepn1 	 selenoprotein N 	 D3Z2R5 	2.35	18633	3	2	4.85	557
 Haus3 	 HAUS augmin-like complex subunit 3 	 Q8QZX2 	12.19	18637.7	4	4	9.12	570
 Acy3 	 N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) 	 Q91XE4 	3.54	18644.9	1	1	5.97	318
 Golim4 	 Golgi integral membrane protein 4 isoform 2 	 Q8BXA1 	9.12	18786.6	3	1	2.6	655
 Sept8 	 septin-8 isoform 1 	 Q8CHH9 	7.18	18819.7	1	1	4.65	430
 Rbm34 	 RNA-binding protein 34 	 Q8C5L7 	5.13	18850	2	1	3.39	442
 Spc24 	 kinetochore protein Spc24 	 Q9D083 	2.45	18878.8	3	1	8.46	201
 Dusp23 	 dual specificity protein phosphatase 23 	 Q6NT99 	5.74	18886.4	3	1	9.33	150
 Fbrs 	 PREDICTED: probable fibrosin-1 isoform X1 	 A0A1N9PTV1 	7.4	18910.2	2	2	3.67	980
 Ccna2 	 cyclin-A2 	 P51943 	5.31	18930.5	2	2	8.77	422
 Pcbd1 	 pterin-4-alpha-carbinolamine dehydratase 	 P61458 	5.02	18948.2	1	1	12.5	104
 Cdkal1 	 threonylcarbamoyladenosine tRNA methylthiotransferase isoform 1 	 Q91WE6 	6.78	18978.8	1	1	2.08	578
 Ctsh 	 pro-cathepsin H isoform 1 preproprotein 	 P49935 	5.91	19084.2	1	1	4.5	333
 Trappc8 	 trafficking protein particle complex subunit 8 isoform 1 	 E9PWG2 	1.86	19085.7	2	2	1.39	1437
 Vav3 	 guanine nucleotide exchange factor VAV3 isoform 1 	 Q9R0C8 	3.4	19129.4	2	2	1.89	847
 C2cd5 	 C2 domain-containing protein 5 isoform 1 	 Q7TPS5 	3.93	19169.6	1	1	1.38	1016
 BC024139 	 uncharacterized protein LOC271278 	 Q8BVJ3 	2.06	19313.6	1	1	0.91	772
 Col4a3bp 	 collagen type IV alpha-3-binding protein isoform 1 	 Q9EQG9 	7.19	19318.3	2	2	4.65	624
 Galt 	 galactose-1-phosphate uridylyltransferase isoform 1 	 Q03249 	5.94	19382.1	1	1	4.17	360
 Zfp91 	 E3 ubiquitin-protein ligase ZFP91 	 Q62511 	2.73	19437.2	1	1	1.57	572
 Ighmbp2 	 DNA-binding protein SMUBP-2 	 A0A0B4J1E3 	7.57	19480.5	2	2	2.82	993
 Blm 	 Bloom syndrome protein homolog isoform 1 	 O88700 	4.86	19496	1	1	0.92	1419
 Polr3e 	 DNA-directed RNA polymerase III subunit RPC5 isoform 1 	 Q9CZT4 	4.88	19599.2	3	3	6.62	710
 Chtf8 	 PREDICTED: chromosome transmission fidelity protein 8 homolog 	 P0CG14 	7.9	19630.3	2	2	4.69	533
 Bloc1s1 	 biogenesis of lysosome-related organelles complex 1 subunit 1 	 O55102 	5.64	19637.3	1	1	8.8	125
 Fam168a 	 PREDICTED: protein FAM168A isoform X1 	 Q8BGZ2 	2.26	19663.7	1	1	4.1	244
 Fyttd1 	 UAP56-interacting factor isoform 1 	 Q91Z49 	4.05	19679.9	1	1	4.1	317
 Nab1 	 NGFI-A-binding protein 1 	 Q61122 	9.22	19687.9	1	1	3.09	486
 Trex1 	 three-prime repair exonuclease 1 	 Q91XB0 	7.42	19698.4	2	2	9.24	314
 Cdca5 	 sororin 	 Q9CPY3 	7.1	19703.5	2	2	13.26	264
 Nol12 	 nucleolar protein 12 	 Q8BG17 	3.28	19719.2	2	1	4.15	217
 Tnik 	 traf2 and NCK-interacting protein kinase isoform 3 	 P83510 	2.16	19727.3	3	2	1.97	1323
 Gemin6 	 gem-associated protein 6 	 Q9CX53 	5.12	19773.5	1	1	7.83	166
 Spi1 	 transcription factor PU.1 	 P17433 	4.73	19887.1	1	1	4.41	272
 Wdr89 	 WD repeat-containing protein 89 	 Q9D0R9 	8.84	19941.6	3	2	7.77	386
 Parl 	" presenilins-associated rhomboid-like protein, mitochondrial "	 Q5XJY4 	6.4	19969.2	1	1	5.31	377
 Nr2c2ap 	 nuclear receptor 2C2-associated protein isoform 1 	 Q3TV70 	7.09	20005.2	2	1	8.57	140
 Gstt2 	 glutathione S-transferase theta-2 	 Q61133 	7.2	20163.3	2	1	4.51	244
 Mapk1ip1l 	 MAPK-interacting and spindle-stabilizing protein-like 	 Q8BH93 	11.25	20189.7	2	1	10.33	242
 Rmdn1 	 regulator of microtubule dynamics protein 1 	 Q9DCV4 	7.52	20191.2	1	1	5.25	305
 Mboat7 	 lysophospholipid acyltransferase 7 	 Q8CHK3 	5.01	20192.7	1	1	2.54	473
 Ddx54 	 ATP-dependent RNA helicase DDX54 	 Q8K4L0 	6.95	20198.9	1	1	1.26	874
 Mcl1 	 PREDICTED: induced myeloid leukemia cell differentiation protein 	 nan 	3.62	20322.4	2	2	11.55	251
 Pon2 	 serum paraoxonase/arylesterase 2 	 Q62086 	6.36	20335.9	2	1	3.95	354
 Dntt 	 DNA nucleotidylexotransferase isoform 1 	 P09838 	6.89	20377.7	3	2	4.15	530
 Cd9 	 CD9 antigen 	 P40240 	1.91	20449.6	2	1	5.31	226
 Accs 	 1-aminocyclopropane-1-carboxylate synthase-like protein 1 isoform a 	 A2AIG8 	6.79	20517.8	1	1	4.18	502
 Fam136a 	 protein FAM136A 	 Q9CR98 	4.2	20532	1	1	7.25	138
 Tigd4 	 tigger transposable element-derived protein 4 	 Q8BUZ3 	2.71	20553.8	1	1	2.73	513
 Orc3 	 origin recognition complex subunit 3 isoform 1 	 Q9JK30 	11.21	20571.3	5	5	11.61	715
 Vps4a 	 vacuolar protein sorting-associated protein 4A 	 Q8VEJ9 	7.97	20579.5	1	1	2.97	437
 Mrps18b 	" 28S ribosomal protein S18b, mitochondrial "	 Q99N84 	9.54	20610.2	2	2	9.84	254
 Fam120c 	 constitutive coactivator of PPAR-gamma-like protein 2 	 Q8C3F2 	2.03	20626.7	2	2	2.57	1091
 Rfxap 	 regulatory factor X-associated protein 	 Q8VCG9 	4.77	20642.1	1	1	4.33	231
 Mrgbp 	 MRG/MORF4L-binding protein 	 Q9DAT2 	6.2	20673.9	1	1	6.37	204
 Actr5 	 actin-related protein 5 	 A0A0A0MQ89 	6.93	20685.8	2	2	5.92	608
 Clasp2 	 PREDICTED: CLIP-associating protein 2 isoform X22 	 nan 	8.12	20733.5	1	1	0.73	1513
 Rabif 	 guanine nucleotide exchange factor MSS4 	 Q91X96 	4.24	20733.6	1	1	7.32	123
 Pole4 	 DNA polymerase epsilon subunit 4 	 Q9CQ36 	14.94	20773.5	1	1	31.36	118
 Zcchc10 	 zinc finger CCHC domain-containing protein 10 	 Q9CX48 	5.67	20810.3	1	1	7.3	178
 Lipe 	 hormone-sensitive lipase isoform 1 	 P54310 	8.97	20855.3	2	1	2	802
 Fam134c 	 protein FAM134C isoform 1 	 Q9CQV4 	6.92	20879.5	2	1	3.22	466
 Mapk14 	 mitogen-activated protein kinase 14 isoform 2 	 P47811 	5.57	20889.3	1	1	3.33	360
 Selk 	 selenoprotein K 	 Q9JLJ1 	4.53	20904.1	1	1	12.77	94
 Renbp 	 N-acylglucosamine 2-epimerase isoform 1 	 P82343 	4.12	20946.3	3	2	5.12	430
 Hdgfrp3 	 hepatoma-derived growth factor-related protein 3 	 Q9JMG7 	5.63	20953.6	1	1	7.92	202
 Pno1 	 RNA-binding protein PNO1 	 Q9CPS7 	6.78	20991.6	2	1	7.26	248
 Degs1 	 sphingolipid delta(4)-desaturase DES1 	 O09005 	6.16	21001.5	2	1	4.95	323
 Fcf1 	 rRNA-processing protein FCF1 homolog 	 Q9CTH6 	3.43	21018.1	1	1	5.05	198
 Rab2b 	 ras-related protein Rab-2B 	 P59279 	4.83	21168.9	4	2	13.89	216
 Cux1 	 PREDICTED: protein CASP isoform X2 	 nan 	6.95	21195.7	1	1	0.68	1611
 Map2k2 	 dual specificity mitogen-activated protein kinase kinase 2 	 Q63932 	5.3	21214.6	1	1	3.49	401
 Arl2 	 ADP-ribosylation factor-like protein 2 	 Q9D0J4 	6.31	21296	1	1	5.98	184
 Sypl 	 synaptophysin-like protein 1 isoform 1 	 O09117 	3.25	21336.5	1	1	3.45	261
 Zfp787 	 zinc finger protein 787 	 Q8BIF9 	5.7	21422.3	1	1	3.41	381
 Ago1 	 protein argonaute-1 isoform 1x 	 Q8CJG1 	7.2	21431.8	2	2	2.68	895
 Nat2 	 arylamine N-acetyltransferase 2 	 P50295 	9.6	21527.4	4	3	17.93	290
 Pex3 	 peroxisomal biogenesis factor 3 isoform 1 	 Q9QXY9 	11.4	21551.7	1	1	4.84	372
 Eif4e3 	 eukaryotic translation initiation factor 4E type 3 	 Q9DBB5 	5.06	21566.6	1	1	7.25	207
 Ttc5 	 tetratricopeptide repeat protein 5 isoform a 	 Q99LG4 	7.14	21633.3	2	1	4.09	440
 Mfsd10 	 major facilitator superfamily domain-containing protein 10 	 Q9D2V8 	4.81	21645.8	1	1	2.41	456
 Tifa 	 TRAF-interacting protein with FHA domain-containing protein A 	 Q793I8 	4.24	21660.3	2	1	4.89	184
 Btd 	 biotinidase precursor 	 Q8CIF4 	2.9	21724.7	2	2	4.73	529
 Ccdc9 	 coiled-coil domain-containing protein 9 isoform 2 	 Q8VC31 	3.84	21725.9	2	2	4.23	544
 Smg8 	 protein SMG8 	 Q8VE18 	6.8	21767.1	3	2	3.73	991
 Letmd1 	 LETM1 domain-containing protein 1 	 Q924L1 	4.78	21767.6	1	1	3.33	360
 Grsf1 	 G-rich sequence factor 1 isoform 1 	 Q8C5Q4 	5.09	21806.6	2	2	6.68	479
 Pdlim2 	 PDZ and LIM domain protein 2 	 Q8R1G6 	10.66	21852.3	2	2	10.32	349
 Cryz 	 quinone oxidoreductase 	 P47199 	3.39	21860	2	2	8.76	331
 Fam162a 	 protein FAM162A 	 Q9D6U8 	1.94	21878.2	2	1	8.39	155
 Mocs2 	 molybdopterin synthase sulfur carrier subunit isoform Mocs2A 	 Q9Z223 	5.78	21881.3	3	2	26.14	88
 Slc25a24 	 calcium-binding mitochondrial carrier protein SCaMC-1 	 Q8BMD8 	6.28	21896.9	2	2	8	475
 C330007P06Rik 	 UPF0428 protein CXorf56 homolog 	 Q8VDP2 	4.96	21917.1	3	2	9.46	222
 Ifi203 	 interferon-activable protein 203 isoform 1 	 O35368 	7.33	21986.3	4	4	6.08	871
 Zfp706 	 zinc finger protein 706 	 Q9D115 	4.44	22014.1	1	1	14.47	76
 Dscc1 	 PREDICTED: sister chromatid cohesion protein DCC1 isoform X1 	 nan 	5.61	22065	2	2	4.54	529
 2310022A10Rik 	 uncharacterized protein C19orf47 homolog isoform 1 	 Q8R3Y5 	8.19	22065.9	3	1	3.87	413
 Romo1 	 reactive oxygen species modulator 1 	 P60603 	7.49	22087	2	1	21.52	79
 BC003331 	 protein odr-4 homolog isoform 1 	 Q4PJX1 	8.79	22140.1	2	1	3.58	447
 Cep128 	 centrosomal protein of 128 kDa 	 Q8BI22 	5.46	22159.1	2	2	2.72	1102
 Yif1b 	 protein YIF1B isoform 1 	 Q9CX30 	9.63	22183	2	1	4.5	311
 Haao 	" 3-hydroxyanthranilate 3,4-dioxygenase "	 Q78JT3 	4.79	22356.9	2	1	5.24	286
 Pde2a 	" cGMP-dependent 3',5'-cyclic phosphodiesterase isoform 6 "	 Q922S4 	2.68	22423.3	2	2	3.09	939
 Sipa1 	 signal-induced proliferation-associated protein 1 	 E9Q0Y4 	6.39	22496.3	1	1	1.06	1038
 Mrpl28 	" 39S ribosomal protein L28, mitochondrial "	 Q9D1B9 	5.08	22573.9	1	1	3.5	257
 ND3 	 NADH dehydrogenase subunit 3 (mitochondrion) 	 P03899 	8.37	22601.2	1	1	13.04	115
 Zfp131 	 zinc finger protein 131 isoform 1 	 Q8K3J5 	14.27	22616.9	5	2	4.85	619
 Patl1 	 protein PAT1 homolog 1 	 Q3TC46 	6.86	22647.5	2	1	2.08	770
 Sec61a1 	 protein transport protein Sec61 subunit alpha isoform 1 	 P61620 	6.47	22722.5	1	1	2.1	476
 Gyg 	 glycogenin-1 	 Q9R062 	7.33	22735.5	1	1	6.01	333
 Rars2 	" probable arginine--tRNA ligase, mitochondrial precursor "	 Q3U186 	8.67	22746.9	2	2	5.71	578
 Trmt1l 	 TRMT1-like protein 	 A2RSY6 	10.43	22751.7	2	2	4.4	728
 Prkab1 	 5'-AMP-activated protein kinase subunit beta-1 	 Q9R078 	8.02	22777.7	1	1	4.81	270
 Fbxo28 	 F-box only protein 28 	 Q8BIG4 	7.71	22779.8	1	1	3.8	368
 Msl1 	 PREDICTED: male-specific lethal 1 homolog isoform X1 	 Q6PDM1 	8.62	22780.5	2	2	5.33	600
 Tsc22d1 	 TSC22 domain family protein 1 isoform 1 	 P62500 	11	22796.7	1	1	1.11	1077
 Ptpn23 	 tyrosine-protein phosphatase non-receptor type 23 	 Q6PB44 	4.59	22837.3	1	1	0.89	1692
 Unk 	 RING finger protein unkempt homolog isoform 1 	 Q8BL48 	8.94	22842.6	2	2	5.19	810
 Aars2 	" alanine--tRNA ligase, mitochondrial precursor "	 Q14CH7 	10.16	22845.2	2	2	2.45	980
 Trmt11 	 PREDICTED: tRNA (guanine(10)-N2)-methyltransferase homolog isoform 	 nan 	4.16	22894.5	3	3	15.18	257
 Myb 	 transcriptional activator Myb isoform 1 	 P06876 	5.68	22894.8	1	1	1.85	755
 Ptrhd1 	 putative peptidyl-tRNA hydrolase PTRHD1 	 D3Z4S3 	3.86	22905.4	1	1	6.43	140
 E2f4 	 transcription factor E2F4 	 Q8R0K9 	4.61	22930.4	2	2	4.88	410
 Bin3 	 PREDICTED: bridging integrator 3 isoform X1 	 nan 	6.52	22943.4	2	1	5.6	232
 Akt1 	 RAC-alpha serine/threonine-protein kinase isoform 2 	 P31750 	2.33	22971.2	2	1	2.66	488
 Med4 	 mediator of RNA polymerase II transcription subunit 4 	 Q9CQA5 	13.33	23006.9	2	2	10	270
 Zfp729b 	 zinc finger protein 	 Q80VN4 	5.92	23116.4	4	2	2.11	1045
 Tsr2 	 pre-rRNA-processing protein TSR2 homolog isoform 2 	 Q8C8T8 	10.26	23159.8	2	2	8.85	192
 Slc29a1 	 equilibrative nucleoside transporter 1 isoform 1 	 Q9JIM1 	7.03	23194.1	1	1	2.61	460
 Cdca3 	 cell division cycle-associated protein 3 	 Q99M54 	11.16	23199.5	2	1	6.77	266
 Tomm7 	 mitochondrial import receptor subunit TOM7 homolog 	 Q9D173 	5.4	23205.5	2	1	30.91	55
 Tmem205 	 transmembrane protein 205 isoform 2 	 Q91XE8 	7.37	23214.6	2	2	11.64	189
 Ppp1r18 	 PREDICTED: phostensin isoform X1 	 Q8BQ30 	6.88	23218.2	2	2	2.79	609
 Haus1 	 HAUS augmin-like complex subunit 1 	 Q8BHX1 	5.76	23262.2	2	1	3.96	278
 Bclaf1 	 bcl-2-associated transcription factor 1 isoform 3 	 F8WI22 	5.91	23271.3	1	1	1.84	870
 Mef2d 	 myocyte-specific enhancer factor 2D isoform 1 	 Q63943 	3.95	23294.7	1	1	1.95	514
 Slc12a2 	 solute carrier family 12 member 2 	 P55012 	5.16	23307	2	2	1.49	1206
 Sco1 	" protein SCO1 homolog, mitochondrial "	 Q5SUC9 	10.05	23321.6	1	1	5.63	284
 Tmco1 	 transmembrane and coiled-coil domain-containing protein 1 precursor 	 Q921L3 	6.67	23322.5	1	1	7.45	188
 Mocs3 	 adenylyltransferase and sulfurtransferase MOCS3 	 A2BDX3 	11.21	23331.7	3	2	6.09	460
 Gata2 	 endothelial transcription factor GATA-2 	 O09100 	2.44	23454.9	3	3	9.37	480
 Get4 	 Golgi to ER traffic protein 4 homolog isoform 1 	 Q9D1H7 	8.53	23476.8	2	2	11.01	327
 Kdm2b 	 lysine-specific demethylase 2B isoform 1 	 Q6P1G2 	4.94	23494.7	2	2	1.6	1309
 Tmed5 	 transmembrane emp24 domain-containing protein 5 precursor 	 Q9CXE7 	4.08	23541.2	2	2	17.03	229
 Sfr1 	 swi5-dependent recombination DNA repair protein 1 homolog 	 Q8BP27 	8.53	23588.6	6	3	6.9	319
 Otud6b 	 OTU domain-containing protein 6B 	 Q8K2H2 	7.27	23621.1	1	1	4	325
 Glrx 	 glutaredoxin-1 	 Q9QUH0 	7.9	23697.4	1	1	10.28	107
 Hbb-bh1 	 hemoglobin subunit beta-H1 	 P04444 	5.76	23711.2	1	1	6.8	147
 3110040N11Rik 	 UPF0235 protein C15orf40 homolog 	 Q9CRC3 	11.01	23794.3	3	2	26.98	126
 Ptpra 	 receptor-type tyrosine-protein phosphatase alpha isoform 2 	 Q3TRY9 	7.07	23795.8	3	1	1.39	793
 Pex5 	 peroxisomal biogenesis factor 5 isoform 1 	 O09012 	2.71	23865.5	1	1	1.56	639
 Acadsb 	" short/branched chain specific acyl-CoA dehydrogenase, mitochondrial "	 Q9DBL1 	11.57	23926.5	1	1	4.17	432
 Pik3c3 	 phosphatidylinositol 3-kinase catalytic subunit type 3 	 Q6PF93 	7.4	23976.4	2	2	2.37	887
 Mrps33 	" 28S ribosomal protein S33, mitochondrial isoform 1 "	 Q9D2R8 	6.68	23982.5	2	1	11.32	106
 Mcfd2 	 multiple coagulation factor deficiency protein 2 homolog precursor 	 Q8K5B2 	8.55	24015.4	1	1	8.97	145
 Lsm7 	 U6 snRNA-associated Sm-like protein LSm7 	 Q9CQQ8 	4.26	24088.5	1	1	7.77	103
 Spcs1 	 signal peptidase complex subunit 1 	 Q9D958 	3.73	24168.7	1	1	8.07	161
 Fbxo22 	 F-box only protein 22 	 Q78JE5 	8.92	24170	1	1	3.48	402
