UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD	
Q8R2N2	UTP4	 U3 small nucleolar RNA-associated protein 4 homolog 	Cirh1a	3560	5.09	25036.0	1	1	2.62	686	
P52912	TIA1	 nucleolysin TIA-1 isoform 1 	Tia1	2254	12.21	44640.5	1	1	5.70	386	
Q9Z0V7	TI17B	 mitochondrial import inner membrane translocase subunit Tim17-B 	Timm17b	4118	1.52	13236.8	1	1	8.72	172	
P62340	TBPL1	 TATA box-binding protein-like protein 1 	Tbpl1	3393	5.69	25553.8	1	1	9.14	186	
P52875	TM165	 transmembrane protein 165 precursor 	Tmem165	2895	7.73	30829.7	3	1	5.57	323	
Q505F1	NR2C1	 nuclear receptor subfamily 2 group C member 1 	Nr2c1	3776	3.95	14476.2	1	1	2.88	590	
Q9R0P9	UCHL1	 ubiquitin carboxyl-terminal hydrolase isozyme L1 	Uchl1	4046	1.88	40073.4	1	1	4.48	223	
P61759	PFD3	 prefoldin subunit 3 	Vbp1	3763	4.03	34992.8	1	1	5.10	196	
P10076	ZFP26	 zinc finger protein 26 	Zfp26	4067	1.82	41845.6	2	1	1.15	959	
Q9WUM3	COR1B	 coronin-1B 	Coro1b	2662	9.13	76039.8	3	1	5.17	484	
Q8R0J2	Q8R0J2	 mannose-P-dolichol utilization defect 1 protein isoform 1 	Mpdu1	3111	6.71	27831.3	1	1	4.45	247	
P70236	MP2K6	 dual specificity mitogen-activated protein kinase kinase 6 	Map2k6	3582	4.99	61892.0	1	1	3.59	334	
O88708	ORC4	 origin recognition complex subunit 4 isoform 1 	Orc4	4035	1.93	26803.0	1	1	2.77	433	
Q60714	S27A1	 long-chain fatty acid transport protein 1 	Slc27a1	4172	1.41	4481.1	1	1	3.10	646	
O55137	ACOT1	 acyl-coenzyme A thioesterase 1 	Acot1	2875	7.83	53639.2	1	1	3.10	419	
Q9Z0N2	IF2H	" eukaryotic translation initiation factor 2 subunit 3, Y-linked "	Eif2s3y	2541	9.93	21615.9	1	1	3.39	472	
Q9Z247	FKBP9	 peptidyl-prolyl cis-trans isomerase FKBP9 precursor 	Fkbp9	4071	1.80	33778.8	1	1	3.68	570	
P49962	SRP09	 signal recognition particle 9 kDa protein 	Srp9	3152	6.59	123779.5	3	1	12.79	86	
P29699	FETUA	 alpha-2-HS-glycoprotein isoform 1 precursor 	Ahsg	3917	2.83	13789.4	1	1	2.03	345	
O35130	NEP1	 ribosomal RNA small subunit methyltransferase NEP1 	Emg1	2735	8.53	71264.1	1	1	5.74	244	
Q99M54	CDCA3	 cell division cycle-associated protein 3 	Cdca3	3322	5.97	37042.1	1	1	6.77	266	
P50171	DHB8	 estradiol 17-beta-dehydrogenase 8 	H2-Ke6	2704	8.78	50641.2	4	1	8.88	259	
P28076	PSB9	 proteasome subunit beta type-9 	Psmb9	2435	10.74	177783.5	3	1	9.59	219	
F7C846	F7C846	 metaxin-1 isoform 1 	Mtx1	3835	3.61	19869.5	1	1	3.04	461	
G3X925	G3X925	 pyruvate kinase PKLR isoform 1 	Pklr	3493	5.32	16324.3	1	1	2.79	574	
P32848	PRVA	 parvalbumin alpha 	Pvalb	3596	4.93	21991.4	1	1	12.73	110	
P09925	SURF1	 surfeit locus protein 1 isoform 1 	Surf1	3753	4.10	19668.3	2	1	4.58	306	
Q9WV27	AT1A4	 sodium/potassium-transporting ATPase subunit alpha-4 	Atp1a4	4075	1.77	174408.0	2	1	1.55	1032	
Q9R062	GLYG	 glycogenin-1 	Gyg	2851	7.95	22840.8	1	1	4.80	333	
Q9R099	TBL2	 transducin beta-like protein 2 precursor 	Tbl2	2669	9.09	19416.1	1	1	2.94	442	
P62855	RS26	 40S ribosomal protein S26 	Rps26	2352	11.47	102386.5	3	1	13.04	115	
Q9QZD8	DIC	 mitochondrial dicarboxylate carrier 	Slc25a10	2996	7.27	14861.0	1	1	8.36	287	
Q9JLI0	Q9JLI0	" aldo-keto reductase family 1, member C12 "	Akr1c12	3345	5.88	26785.0	2	1	5.88	323	
Q9CPQ8	ATP5L	" ATP synthase subunit g, mitochondrial "	Atp5l	3516	5.24	73177.2	3	1	18.45	103	
Q31093	Q31093	" histocompatibility 2, M region locus 3 precursor "	H2-M3	4024	1.95	15999.3	1	1	2.68	336	
P62075	TIM13	 mitochondrial import inner membrane translocase subunit Tim13 	Timm13	2366	11.37	68815.5	2	1	14.74	95	
Q9WV55	VAPA	 vesicle-associated membrane protein-associated protein A 	Vapa	3528	5.19	65238.3	2	1	5.62	249	
Q5SXC4	Q5SXC4	 vascular endothelial zinc finger 1 	Vezf1	3597	4.92	41613.9	2	1	1.93	518	
Q9Z2X2	PSD10	 26S proteasome non-ATPase regulatory subunit 10 isoform 1 	Psmd10	2980	7.33	144262.7	4	1	6.06	231	
Q9CXU4	Q9CXU4	 mitochondrial import inner membrane translocase subunit Tim23 	Timm23	3309	6.01	45164.4	2	1	8.13	209	
P61025	CKS1	 cyclin-dependent kinases regulatory subunit 1 	Cks1b	3705	4.47	46781.4	1	1	11.39	79	
P08905	LYZ2	 lysozyme C-2 precursor 	Lyz2	2816	8.13	24846.7	1	1	10.14	148	
Q9JJZ2	TBA8	 tubulin alpha-8 chain 	Tuba8	3076	6.86	111402.9	3	1	4.01	449	
Q9QXK3	COPG2	 coatomer subunit gamma-2 	Copg2	3731	4.32	25124.7	2	1	1.95	871	
O88983	STX8	 syntaxin-8 	Stx8	2350	11.54	44678.0	3	1	7.63	236	
Q9R1W5	CALRL	 calcitonin gene-related peptide type 1 receptor precursor 	Calcrl	3399	5.66	80505.4	2	1	2.38	463	
Q9JHI7	EXOS9	 exosome complex component RRP45 	Exosc9	4064	1.83	39152.7	1	1	2.28	438	
Q9JKW0	AR6P1	 ADP-ribosylation factor-like protein 6-interacting protein 1 	Arl6ip1	3521	5.23	62190.8	2	1	4.93	203	
Q9JK38	GNA1	 glucosamine 6-phosphate N-acetyltransferase 	Gnpnat1	3427	5.55	30199.5	1	1	7.61	184	
O70200	AIF1	 allograft inflammatory factor 1 	Aif1	4113	1.53	23434.8	1	1	11.56	147	
Q9JJX7	TYDP2	 tyrosyl-DNA phosphodiesterase 2 	Tdp2	3995	2.03	24330.4	2	1	4.86	370	
P60840	ENSA	 alpha-endosulfine isoform a 	Ensa	3685	4.53	116028.0	6	1	7.44	121	
Q9CQM8	Q9CQM8	 60S ribosomal protein L21 	Rpl21	3211	6.39	66358.7	3	1	9.37	160	
Q8VBZ3	CLPT1	 cleft lip and palate transmembrane protein 1 homolog 	Clptm1	2119	13.49	35023.7	1	1	4.22	664	
Q9CQW1	YKT6	 synaptobrevin homolog YKT6 	Ykt6	4145	1.44	39155.2	2	1	4.55	198	
O88907	PIAS1	 E3 SUMO-protein ligase PIAS1 	Pias1	2738	8.52	39703.1	2	1	2.30	651	
Q9Z255	UBE2A	 ubiquitin-conjugating enzyme E2 A isoform 1 	Ube2a	4084	1.72	9789.8	1	1	11.18	152	
Q9Z1A1	Q9Z1A1	 protein TFG isoform 1 	Tfg	3961	2.25	29356.2	1	1	2.52	397	
Q9R0X4	ACOT9	" acyl-coenzyme A thioesterase 9, mitochondrial isoform 1 "	Acot9	3271	6.12	45031.0	1	1	2.96	439	
Q9WVH4	FOXO3	 forkhead box protein O3 	Foxo3	2705	8.75	27192.4	2	1	2.83	672	
Q791V5	MTCH2	 mitochondrial carrier homolog 2 isoform 1 	Mtch2	2613	9.40	60896.5	2	1	6.93	303	
Q9R0P4	SMAP	 small acidic protein 	1110004F10Rik	3035	7.08	77836.5	2	1	11.05	181	
Q9CQ85	TIM22	 mitochondrial import inner membrane translocase subunit Tim22 	Timm22	2828	8.06	110222.6	3	1	7.73	194	
P97783	AF1Q	 protein AF1q 	Mllt11	3621	4.84	24486.2	1	1	15.56	90	
Q9QZU9	UB2L6	 ubiquitin/ISG15-conjugating enzyme E2 L6 	Ube2l6	3425	5.55	68561.0	1	1	9.15	153	
Q9JM90	STAP1	 signal-transducing adaptor protein 1 isoform 1 	Stap1	3900	3.07	50891.4	2	1	3.70	297	
Q7TT00	SP20H	 transcription factor SPT20 homolog 	Supt20	3583	4.99	20010.6	1	1	2.64	531	
Q9D7W5	MED8	 mediator of RNA polymerase II transcription subunit 8 isoform 1 	Med8	3495	5.32	61695.8	2	1	7.09	268	
Q8K0H5	TAF10	 transcription initiation factor TFIID subunit 10 	Taf10	2886	7.77	71753.3	2	1	6.42	218	
Q9R0X0	MED20	 mediator of RNA polymerase II transcription subunit 20 	Med20	3498	5.31	59023.0	1	1	5.19	212	
Q9Z2Z6	MCAT	 mitochondrial carnitine/acylcarnitine carrier protein 	Slc25a20	3775	3.95	52248.1	2	1	4.32	301	
O88513	GEMI	 geminin 	Gmnn	2711	8.73	30814.0	1	1	7.28	206	
Q9CQI7	RU2B	 U2 small nuclear ribonucleoprotein B'' 	Snrpb2	3786	3.90	51742.1	1	1	4.44	225	
Q8K2C9	HACD3	 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 	Hacd3	4157	1.43	18976.1	1	1	2.76	362	
Q9QXB9	DRG2	 developmentally-regulated GTP-binding protein 2 	Drg2	4045	1.89	44104.1	2	1	3.02	364	
Q9JJZ6	KLF13	 Krueppel-like factor 13 	Klf13	2975	7.35	29595.6	2	1	5.88	289	
Q9JKY0	CNOT9	 cell differentiation protein RCD1 homolog 	Rqcd1	3332	5.93	32558.5	1	1	5.69	299	
Q9JI19	FIBP	 acidic fibroblast growth factor intracellular-binding protein 	Fibp	3874	3.29	49345.6	2	1	2.80	357	
Q9JMG1	EDF1	 endothelial differentiation-related factor 1 	Edf1	3228	6.30	56287.1	2	1	7.43	148	
O35593	PSDE	 26S proteasome non-ATPase regulatory subunit 14 	Psmd14	2938	7.57	47453.3	1	1	4.19	310	
Q9WVG6	CARM1	 histone-arginine methyltransferase CARM1 isoform 1 	Carm1	3314	5.99	43480.9	1	1	2.14	608	
Q61187	TS101	 tumor susceptibility gene 101 protein 	Tsg101	2854	7.93	72249.6	1	1	3.07	391	
Q9CZU4	ERAL1	" GTPase Era, mitochondrial "	Eral1	3816	3.71	31037.9	1	1	3.66	437	
E9Q5J9	E9Q5J9	 tropomyosin alpha-3 chain isoform Tpm3.13cy 	Tpm3	4039	1.91	25497.2	1	1	4.56	285	
Q9ESP1	SDF2L	 stromal cell-derived factor 2-like protein 1 precursor 	Sdf2l1	3769	3.98	102211.9	2	1	5.43	221	
Q9JIW9	RALB	 ras-related protein Ral-B precursor 	Ralb	4148	1.44	20882.8	2	1	4.37	206	
Q9ERN0	SCAM2	 secretory carrier-associated membrane protein 2 	Scamp2	3508	5.28	36111.8	1	1	3.65	329	
Q9DCH6	ZFAN6	 AN1-type zinc finger protein 6 	Zfand6	3724	4.36	49251.3	3	1	5.38	223	
P79567	P79567	" H-2 class I histocompatibility antigen, Q8 alpha chain precursor "	H2-Q8	2982	7.33	22190.0	1	1	4.29	326	
Q9ER38	TOR3A	 torsin-3A precursor 	Tor3a	3748	4.14	8255.9	1	1	5.19	385	
Q9CQJ8	NDUB9	 NADH dehydrogenase 	Ndufb9	4151	1.44	24928.6	1	1	7.82	179	
Q9ESW8	PGPI	 pyroglutamyl-peptidase 1 	Pgpep1	2702	8.79	49891.4	1	1	11.00	209	
Q9JKL4	NDUF3	 NADH dehydrogenase 	Ndufaf3	2751	8.47	45966.2	3	1	10.81	185	
P70122	SBDS	 ribosome maturation protein SBDS 	Sbds	3832	3.65	46828.2	2	1	6.80	250	
Q9JIK9	RT34	" 28S ribosomal protein S34, mitochondrial "	Mrps34	3411	5.61	20409.0	1	1	6.88	218	
Q9ERD7	TBB3	 tubulin beta-3 chain 	Tubb3	2329	11.65	177297.8	4	1	3.78	450	
Q99P69	NUF2	 kinetochore protein Nuf2 	Nuf2	3702	4.47	27561.9	2	1	3.67	463	
Q9EQI8	RM46	" 39S ribosomal protein L46, mitochondrial "	Mrpl46	2919	7.64	37389.4	1	1	4.59	283	
Q9D7Z3	NOL7	 nucleolar protein 7 	Nol7	2434	10.74	111002.7	3	1	7.48	254	
Q99P65	S29A3	 equilibrative nucleoside transporter 3 	Slc29a3	3780	3.92	34978.0	2	1	3.58	475	
Q9JJL8	SYSM	" serine--tRNA ligase, mitochondrial precursor "	Sars2	2353	11.47	40165.7	1	1	3.47	518	
Q9JHP7	PLGT2	 KDEL motif-containing protein 1 precursor 	Kdelc1	2618	9.39	38489.4	2	1	3.19	502	
P57746	VATD	 V-type proton ATPase subunit D 	Atp6v1d	3445	5.52	69581.2	1	1	6.48	247	
Q99PB1	Q99PB1	 mage-g2 protein 	1700020D05Rik	3433	5.54	36121.1	1	1	3.74	294	
Q9EQC5	SCYL1	 N-terminal kinase-like protein 	Scyl1	2775	8.31	105740.6	2	1	1.99	806	
Q9D1M7	FKB11	 peptidyl-prolyl cis-trans isomerase FKBP11 precursor 	Fkbp11	3612	4.86	43497.1	2	1	8.96	201	
Q9CQS8	SC61B	 protein transport protein Sec61 subunit beta 	Sec61b	3530	5.18	94603.5	3	1	10.42	96	
P62267	RS23	 40S ribosomal protein S23 	Rps23	3159	6.55	32163.5	1	1	7.69	143	
Q9D1M0	SEC13	 protein SEC13 homolog 	Sec13	3719	4.37	33795.1	2	1	5.28	322	
Q91W96	APC4	 anaphase-promoting complex subunit 4 	Anapc4	3208	6.40	114063.0	4	1	1.36	807	
Q9DCC8	TOM20	 mitochondrial import receptor subunit TOM20 homolog 	Tomm20	3462	5.45	40681.8	2	1	13.79	145	
Q922E4	PCY2	 ethanolamine-phosphate cytidylyltransferase 	Pcyt2	3450	5.49	28564.4	1	1	2.97	404	
Q9CQ26	STABP	 STAM-binding protein 	Stambp	3125	6.68	65705.4	2	1	4.01	424	
Q99LZ3	SLD5	 DNA replication complex GINS protein SLD5 	Gins4	3210	6.39	60047.3	3	1	7.62	223	
Q99M04	LIAS	" lipoyl synthase, mitochondrial isoform 1 precursor "	Lias	3261	6.18	64902.9	2	1	4.56	373	
P83877	TXN4A	 thioredoxin-like protein 4A isoform a 	Txnl4a	3015	7.16	8665.3	1	1	12.68	142	
Q9CQH3	NDUB5	 NADH dehydrogenase 	Ndufb5	3453	5.49	47726.2	1	1	5.82	189	
Q91VN4	MIC25	 MICOS complex subunit Mic25 isoform 1 	Chchd6	3550	5.11	45487.9	1	1	5.86	273	
Q9DC69	NDUA9	 NADH dehydrogenase 	Ndufa9	3081	6.84	118421.4	1	1	3.45	377	
Q9CQA6	CHCH1	 coiled-coil-helix-coiled-coil-helix domain-containing protein 1 	Chchd1	3087	6.80	43474.2	3	1	13.56	118	
Q9CQX8	RT36	" 28S ribosomal protein S36, mitochondrial isoform 1 "	Mrps36	2028	14.34	213344.8	3	1	23.53	102	
Q9CY21	BUD23	 probable 18S rRNA (guanine-N(7))-methyltransferase 	Wbscr22	3245	6.24	17127.0	1	1	5.69	281	
Q9D1J1	NECP2	 adaptin ear-binding coat-associated protein 2 	Necap2	2675	9.03	64155.8	7	1	10.15	266	
Q9CXK8	NIP7	 60S ribosome subunit biogenesis protein NIP7 homolog isoform 1 	Nip7	3782	3.91	67514.2	2	1	8.33	180	
Q9D8C6	MED11	 mediator of RNA polymerase II transcription subunit 11 	Med11	3023	7.13	42436.5	1	1	15.38	117	
Q8K039	K1143	 uncharacterized protein KIAA1143 homolog 	1110059G10Rik	3303	6.04	56345.5	1	1	7.10	155	
Q9D945	LLPH	 protein LLP homolog 	Llph	2891	7.75	53540.8	1	1	9.23	130	
Q9D8M4	RL7L	 60S ribosomal protein L7-like 1 	Rpl7l1	4001	2.00	56284.2	3	1	6.50	246	
Q9CY16	RT28	" 28S ribosomal protein S28, mitochondrial "	Mrps28	3718	4.38	30410.7	1	1	4.84	186	
Q9CPX7	RT16	" 28S ribosomal protein S16, mitochondrial precursor "	Mrps16	2826	8.08	65641.3	2	1	13.33	135	
Q9CPS7	PNO1	 RNA-binding protein PNO1 	Pno1	2997	7.27	38823.6	1	1	6.05	248	
Q9CQE3	RT17	" 28S ribosomal protein S17, mitochondrial precursor "	Mrps17	3906	2.94	60155.7	2	1	7.50	120	
Q9D8Y8	ING5	 inhibitor of growth protein 5 	Ing5	2804	8.17	26282.5	1	1	6.25	240	
Q9DCZ1	GMPR1	 GMP reductase 1 	Gmpr	3653	4.70	32230.1	1	1	4.35	345	
Q78XF5	OSTC	 oligosaccharyltransferase complex subunit OSTC 	Ostc	3094	6.77	149801.3	2	1	8.05	149	
Q8BFR6	ZFAN1	 AN1-type zinc finger protein 1 	Zfand1	3774	3.95	24766.6	1	1	6.72	268	
P62322	LSM5	 U6 snRNA-associated Sm-like protein LSm5 	Lsm5	2623	9.37	53725.1	2	1	20.88	91	
Q9CXR1	DHRS7	 dehydrogenase/reductase SDR family member 7 precursor 	Dhrs7	3817	3.71	13772.2	2	1	5.92	338	
Q8R395	COMD5	 COMM domain-containing protein 5 	Commd5	2954	7.49	49465.5	2	1	8.93	224	
Q9DC71	RT15	" 28S ribosomal protein S15, mitochondrial precursor "	Mrps15	2901	7.70	30101.3	1	1	5.81	258	
Q7TMF3	NDUAC	 NADH dehydrogenase 	Ndufa12	2349	11.55	84138.5	4	1	11.41	149	
Q9CRC6	BORC7	 UPF0693 protein C10orf32 homolog 	Borcs7	3519	5.23	35146.2	1	1	12.38	105	
Q9CQV1	TIM16	 mitochondrial import inner membrane translocase subunit TIM16 	Pam16	2589	9.59	29162.8	1	1	21.60	125	
Q9CQR2	RS21	 40S ribosomal protein S21 	Rps21	3607	4.87	76153.4	2	1	10.84	83	
Q6ZWV7	RL35	 60S ribosomal protein L35 	Rpl35	3750	4.12	86405.5	2	1	8.13	123	
Q9CPW7	ZMAT2	 zinc finger matrin-type protein 2 	Zmat2	3778	3.93	37838.6	1	1	6.03	199	
Q9CPY1	RM51	" 39S ribosomal protein L51, mitochondrial precursor "	Mrpl51	2683	8.93	49697.2	1	1	13.28	128	
Q9CQZ6	NDUB3	 NADH dehydrogenase 	Ndufb3	3127	6.68	92974.3	2	1	10.58	104	
Q9CR37	PPDPF	 pancreatic progenitor cell differentiation and proliferation factor 	Ppdpf	3761	4.05	18565.2	1	1	14.78	115	
Q9D9Z5	DDA1	 DET1- and DDB1-associated protein 1 isoform 1 	Dda1	2920	7.64	40168.6	1	1	11.76	102	
Q9CZH3	PSMG3	 proteasome assembly chaperone 3 	Psmg3	4179	1.39	48762.2	3	1	12.29	122	
Q9CQT5	POMP	 proteasome maturation protein 	Pomp	3124	6.68	39025.4	1	1	10.64	141	
Q9CQQ4	GEMI2	 gem-associated protein 2 	Gemin2	3766	4.00	29932.0	3	1	4.09	269	
Q8K194	SNR27	 U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein 	Snrnp27	3051	6.97	37068.7	1	1	9.68	155	
Q9CRA5	GOLP3	 Golgi phosphoprotein 3 	Golph3	3046	7.00	41566.3	1	1	5.03	298	
D3YZZ5	D3YZZ5	 transmembrane emp24 domain-containing protein 7 precursor 	Tmed7	4154	1.43	30325.4	1	1	5.80	224	
Q8VE92	RBM4B	 RNA-binding protein 4B 	Rbm4b	3479	5.40	19289.7	1	1	4.48	357	
Q9CQ10	CHMP3	 charged multivesicular body protein 3 	Chmp3	3338	5.91	49763.0	1	1	5.36	224	
Q7TSZ8	NACC1	 nucleus accumbens-associated protein 1 	Nacc1	3001	7.24	85153.0	2	1	2.53	514	
Q9CR86	CHSP1	 calcium-regulated heat stable protein 1 	Carhsp1	2978	7.34	41283.9	2	1	10.81	148	
Q9DBB5	IF4E3	 eukaryotic translation initiation factor 4E type 3 	Eif4e3	3409	5.62	141134.8	2	1	7.25	207	
Q8VHN8	TIRR	 protein syndesmos isoform 1 	Nudt16l1	4009	1.98	42169.9	1	1	5.21	211	
Q8R2R3	AAGAB	 alpha- and gamma-adaptin-binding protein p34 	Aagab	2763	8.39	22532.4	1	1	6.96	316	
Q8C1S0	MED19	 mediator of RNA polymerase II transcription subunit 19 	Med19	3056	6.96	39974.5	2	1	10.66	244	
Q6P3Z3	THAP4	 THAP domain-containing protein 4 isoform 1 	Thap4	4002	2.00	17757.5	2	1	2.81	569	
Q91YR9	PTGR1	 prostaglandin reductase 1 	Ptgr1	4119	1.52	95217.0	3	1	3.95	329	
Q505B7	ARCH	 protein archease 	Zbtb8os	3084	6.82	154279.5	4	1	5.99	167	
P62254	UB2G1	 ubiquitin-conjugating enzyme E2 G1 	Ube2g1	2896	7.73	43622.0	2	1	10.59	170	
Q9CY25	MIS12	 protein MIS12 homolog 	Mis12	3876	3.28	20052.1	1	1	4.37	206	
Q3UJP5	CH037	 protein C8orf37 homolog 	2610301B20Rik	3311	6.01	51074.1	4	1	7.18	209	
Q9CQW2	ARL8B	 ADP-ribosylation factor-like protein 8B 	Arl8b	2888	7.76	164339.9	3	1	7.53	186	
Q9CZ96	ZCRB1	 zinc finger CCHC-type and RNA-binding motif-containing protein 1 	Zcrb1	4141	1.45	9651.0	2	1	8.76	217	
Q8VC85	LSM1	 U6 snRNA-associated Sm-like protein LSm1 	Lsm1	3614	4.86	61252.4	3	1	12.03	133	
Q9CQY6	UQCC2	 ubiquinol-cytochrome-c reductase complex assembly factor 2 	Uqcc2	3222	6.33	59370.8	2	1	9.56	136	
Q6ZWQ9	Q6ZWQ9	" myosin light chain, regulatory B-like "	Myl12a	3086	6.80	18484.0	3	1	11.63	172	
P58501	PAXB1	 PAX3- and PAX7-binding protein 1 	Paxbp1	3478	5.40	35640.6	2	1	1.63	919	
Q9CXJ1	SYEM	" probable glutamate--tRNA ligase, mitochondrial precursor "	Ears2	3586	4.96	41750.0	2	1	2.87	523	
Q3TBW2	RM10	" 39S ribosomal protein L10, mitochondrial precursor "	Mrpl10	3697	4.48	15387.4	2	1	7.25	262	
Q9D0D3	PAPD1	" poly(A) RNA polymerase, mitochondrial precursor "	Mtpap	3264	6.16	32304.6	1	1	2.56	585	
Q810U5	CCD50	 coiled-coil domain-containing protein 50 isoform 1 	Ccdc50	3944	2.52	81862.4	6	1	3.93	305	
Q9CQ40	RM49	" 39S ribosomal protein L49, mitochondrial "	Mrpl49	3454	5.49	38559.8	1	1	8.43	166	
Q9D8C3	ALG13	 putative bifunctional UDP-N-acetylglucosamine transferase and 	Alg13	3792	3.86	20672.1	1	1	9.70	165	
Q6ZWZ2	UB2R2	 ubiquitin-conjugating enzyme E2 R2 	Ube2r2	3985	2.07	30495.0	1	1	4.62	238	
Q9D083	SPC24	 kinetochore protein Spc24 	Spc24	2115	13.52	62149.1	2	1	8.46	201	
Q9DD02	HIKES	 protein Hikeshi isoform a 	l7Rn6	3068	6.93	38515.4	1	1	6.60	197	
Q9CQ89	CUTA	 protein CutA isoform 1 precursor 	Cuta	3365	5.79	46040.9	2	1	7.91	177	
Q9D0I4	STX17	 syntaxin-17 	Stx17	3410	5.62	22301.4	1	1	6.64	301	
Q9CR25	DPH2	 diphthamide biosynthesis protein 2 	Dph2	2703	8.79	25535.6	1	1	3.89	489	
Q6SKR2	N6MT1	 hemK methyltransferase family member 2 isoform 1 	N6amt1	4078	1.76	50597.3	1	1	5.14	214	
Q8VDY9	CAAP1	 caspase activity and apoptosis inhibitor 1 	Caap1	3452	5.49	20935.0	1	1	3.93	356	
Q8VCH8	UBXN4	 UBX domain-containing protein 4 	Ubxn4	4036	1.92	19567.0	2	1	4.15	506	
Q9CQU3	RER1	 protein RER1 	Rer1	3729	4.33	43156.5	4	1	6.63	196	
Q9DCA5	BRX1	 ribosome biogenesis protein BRX1 homolog 	Brix1	3041	7.04	83663.7	3	1	5.38	353	
Q9CQF8	RT63	" ribosomal protein 63, mitochondrial "	Mrpl57	3796	3.83	45710.2	2	1	12.74	102	
Q9D6S7	RRFM	" ribosome-recycling factor, mitochondrial precursor "	Mrrf	3812	3.73	115833.5	4	1	6.49	262	
Q9D8N2	FA45A	 protein FAM45A isoform 1 	Fam45a	2708	8.75	36672.9	1	1	5.04	357	
Q8BPG6	SUMF2	 sulfatase-modifying factor 2 precursor 	Sumf2	3468	5.42	36640.5	1	1	3.90	308	
Q9CR80	FA32A	 protein FAM32A 	Fam32a	3762	4.05	42920.3	1	1	11.61	112	
Q9CX48	ZCH10	 zinc finger CCHC domain-containing protein 10 	Zcchc10	3006	7.22	52474.7	1	1	7.30	178	
Q9CZX9	EMC4	 ER membrane protein complex subunit 4 	Emc4	3737	4.26	39170.7	1	1	8.74	183	
Q9D115	ZN706	 zinc finger protein 706 	Zfp706	3904	3.02	51199.7	1	1	14.47	76	
Q9CY45	EFMT1	 protein-lysine N-methyltransferase N6amt2 	Eef1akmt1	4134	1.46	25956.5	1	1	4.46	224	
Q9DCE5	PK1IP	 p21-activated protein kinase-interacting protein 1 	Pak1ip1	3205	6.40	88220.6	11	1	4.45	382	
Q8BHC4	DCAKD	 dephospho-CoA kinase domain-containing protein 	Dcakd	4153	1.43	51741.5	1	1	5.19	231	
Q9CQ49	NCBP2	 nuclear cap-binding protein subunit 2 	Ncbp2	3273	6.10	57902.1	1	1	7.05	156	
Q8BH97	RCN3	 reticulocalbin-3 precursor 	Rcn3	3178	6.49	93370.4	2	1	3.96	328	
Q3ULL6	Q3ULL6	 regulator of nonsense transcripts 3B 	Upf3b	3680	4.55	34160.2	1	1	2.33	472	
Q9CQC7	NDUB4	 NADH dehydrogenase 	Ndufb4	4133	1.46	12053.6	1	1	17.83	129	
Q9D2P4	URM1	 ubiquitin-related modifier 1 	Urm1	2773	8.31	42099.9	1	1	14.85	101	
Q9D2R6	COA3	" cytochrome c oxidase assembly factor 3 homolog, mitochondrial "	Coa3	3543	5.14	57507.7	2	1	9.26	108	
Q8K2Q2	GSTO2	 glutathione S-transferase omega-2 	Gsto2	4168	1.41	29273.6	1	1	2.82	248	
Q9CRA0	NAR4	 ecto-ADP-ribosyltransferase 4 precursor 	Art4	3574	5.03	46179.0	2	1	5.00	300	
Q9D2E2	TOE1	 target of EGR1 protein 1 	Toe1	3030	7.10	85752.4	4	1	2.35	511	
Q9DCJ5	NDUA8	 NADH dehydrogenase 	Ndufa8	3174	6.51	72640.4	3	1	7.56	172	
Q9D1I6	RM14	" 39S ribosomal protein L14, mitochondrial precursor "	Mrpl14	2885	7.78	47418.9	2	1	13.10	145	
P83870	PHF5A	 PHD finger-like domain-containing protein 5A 	Phf5a	3406	5.63	59546.6	4	1	14.55	110	
Q9D735	TRIR	 uncharacterized protein C19orf43 homolog 	2310036O22Rik	3856	3.46	32409.0	1	1	6.94	173	
Q9D1L9	LTOR5	 ragulator complex protein LAMTOR5 	Lamtor5	2742	8.51	68557.6	2	1	13.79	145	
Q9D0W5	PPIL1	 peptidyl-prolyl cis-trans isomerase-like 1 	Ppil1	3609	4.86	43319.9	1	1	6.63	166	
Q8BJF9	CHM2B	 charged multivesicular body protein 2b 	Chmp2b	4094	1.64	37316.6	1	1	4.69	213	
Q9DB34	CHM2A	 charged multivesicular body protein 2a 	Chmp2a	3199	6.42	25994.9	1	1	8.11	222	
Q9CXU9	EIF1B	 eukaryotic translation initiation factor 1b 	Eif1b	3073	6.89	35981.8	1	1	15.04	113	
Q91WE1	SNX15	 sorting nexin-15 	Snx15	3656	4.68	63263.0	2	1	4.75	337	
Q9D924	ISCA1	" iron-sulfur cluster assembly 1 homolog, mitochondrial precursor "	Isca1	3182	6.48	25939.2	1	1	10.08	129	
Q673H1	TUSC1	 tumor suppressor candidate gene 1 protein homolog 	Tusc1	2443	10.68	27221.1	2	1	6.34	205	
Q9D8T7	SLIRP	" SRA stem-loop-interacting RNA-binding protein, mitochondrial "	Slirp	4125	1.49	40805.4	3	1	6.25	112	
Q9D8X2	CC124	 coiled-coil domain-containing protein 124 	Ccdc124	3534	5.17	90419.3	1	1	5.99	217	
